N,P,K,temperature,humidity,ph,rainfall,label
20.377302163875697,33.06795104917191,32.782952955567424,30.443003601941246,74.40619183277894,7.379398830298509,85.69816213549576,blackgram
36.16874651848194,34.53592920729002,28.10230461867956,18.82600010927984,66.7636312229881,6.327013723337839,88.86982657996455,lentil
73.0,57.0,41.0,21.44653958,84.94375962,5.824709117,272.2017204,rice
86.9450873817168,57.51289460203974,46.827999724375225,32.533456889447386,82.84257352621742,6.766481290549047,101.27311047559401,coconut
56.0,59.0,55.0,37.03551903,91.79430166,6.551892637999999,188.5181422,papaya
47.0,46.0,52.0,23.19451074,91.40301608,6.502289472999999,206.3999208,papaya
107.0,45.0,25.0,23.0865933,83.55546146,7.2277455160000015,71.84080724,cotton
76.65576688537101,52.03030297465326,45.09582804534206,28.561086617226103,81.14383626812696,7.273963919807534,187.74301907960773,coffee
39.0,69.0,53.0,25.9300384,93.02357765,6.964955435,241.8202079,papaya
119.34839603370591,57.92486579990032,52.727173772024784,26.278295860125024,65.06376489361548,6.416366319670981,90.65351495667795,maize
37.0,5.0,34.0,25.79490531,93.84150618,5.779032666,152.42387119999995,coconut
97.0,35.0,26.0,24.91461008,53.74144743,6.334610249,166.2549307,coffee
92.62204460741819,44.12345450518045,43.30863914498067,22.394921182413277,79.48649502272696,6.022771444509003,137.9671212264734,grapes
60.86363287092755,41.586936123716164,53.97750508163151,34.74219738126171,79.02605673849774,6.037571555584252,159.75983002610462,papaya
109.0,79.0,45.0,27.66752761,79.68542782,6.490074429,108.66464,banana
27.0,13.0,6.0,13.36050601,91.35608208,7.335158382,111.2266885,orange
14.0,139.0,197.0,21.72484506,92.83975602,6.056529526,121.6961761,apple
60.0,46.0,22.0,24.89364635,65.61418761,6.625404347999999,87.9298085,maize
94.98322131910803,47.75247970349896,41.70459245560652,19.73785995502842,75.02656651286753,6.6267129121855755,120.92946239959878,apple
37.0,66.0,85.0,20.93175255,18.91295403,6.456148474,78.06910795,chickpea
47.0,80.0,77.0,17.18248372,16.42891834,7.561108006,72.85017344,chickpea
3.0,69.0,23.0,28.67408774,63.18832976,7.299360767,42.96018627,lentil
37.20162217497719,34.399089152905,32.11994311781936,16.815115361959318,55.13141328504747,6.679679613261585,82.53768842361683,lentil
31.0,11.0,45.0,24.83954414,86.88738076,6.034612928,107.6435771,pomegranate
32.0,41.0,16.0,28.63618921,61.39451307,7.702287236,68.54877876,mothbeans
108.16021322477837,56.118506519442136,60.41360261455835,31.941773005432907,75.44899500385945,5.66609069382119,152.82819947843868,banana
94.32734395992577,56.80825598880505,52.982915969252495,27.19774597738303,78.71108203060426,6.044391562330416,125.55315247490918,coffee
105.57691039219465,42.11135372819837,42.872349954726886,26.956022466909534,74.43861391729268,6.766177381807497,130.04249019460408,cotton
104.0,35.0,28.0,27.51006055,50.66687215,6.983732393,143.9955548,coffee
76.20295686851304,56.44256010864812,53.89297658901723,25.723624868564315,81.7859269833515,6.756659107485938,190.56022996710254,coconut
85.0,89.0,51.0,29.21144871,84.70189923,6.1581644220000005,108.5501443,banana
21.0,72.0,17.0,31.52104732,66.55723677,7.580527339,61.71111448,blackgram
22.0,51.0,16.0,27.96583691,61.34900107,8.639586199,70.10472076,mothbeans
81.64115302374107,46.221343200641265,40.15830678969953,24.706856094203005,66.07067029157244,7.043043527637555,131.866871813525,grapes
61.0,59.0,17.0,23.33844615,59.24580604,6.47444292,105.0083144,maize
54.0,61.0,77.0,18.81198127,15.21618225,6.206582192999999,77.54294240000002,chickpea
36.0,67.0,25.0,35.95176642,36.52780776,6.418062652000001,136.0456753,pigeonpeas
28.0,70.0,21.0,25.39038396,60.4989659,7.437373666,39.18374505,lentil
23.0,24.0,32.0,28.1218093,46.16888595,5.630619901,93.30247448,mango
33.19369993191053,35.71483924740817,28.793793731091508,26.311338839519795,71.10141166235772,6.516501132994432,103.86674004398213,pigeonpeas
14.0,55.0,15.0,27.33580911,55.27755933,8.050304395,73.44775287,mothbeans
97.0,22.0,50.0,26.26028739,86.14585891,6.769893799999998,58.97878791,watermelon
90.0,50.0,44.0,26.91643698,73.48655995,6.253408852000001,171.4716375,jute
101.0,87.0,54.0,29.07311132,76.50045221,6.376756632999999,100.1692639,banana
32.88594299686954,42.6682649098083,39.3047778090659,33.78786558276403,50.96266410289513,6.1919366706152426,113.81979521623703,mothbeans
38.0,135.0,203.0,23.76121837,93.661643,5.9655513110000005,100.825956,apple
74.8423621585837,48.32338368813421,59.76127672828859,22.52679783300227,68.31041106668013,6.963212465045265,113.32364736458842,orange
109.0,29.0,28.0,23.26316991,60.51600210000001,6.724688502999999,194.1755471,coffee
93.27981822467257,41.67368490799453,54.26168314150393,34.10465204764371,72.48708157802817,7.253433182763037,183.11174963308446,coconut
76.48437053909467,50.96056728402296,57.75349561406745,21.22714232143822,73.42221825394229,6.465515005767465,132.34898310728306,grapes
7.0,60.0,25.0,28.2753171,82.76020821,6.397636709,56.04995423,mungbean
78.0,40.0,38.0,26.46428311,83.85642678,7.549873681,248.2256491,rice
83.0,7.0,45.0,29.08417927,90.73891887,6.704104127000001,25.33014238,muskmelon
73.0,45.0,37.0,23.70467146,74.63745355,6.742688094,181.2783964,jute
91.0,35.0,39.0,23.79391957,80.41817957,6.970859754,206.2611855,rice
95.0,12.0,51.0,25.76484262,84.17269959999999,6.681606702000001,44.22066914,watermelon
99.0,39.0,18.0,19.20129357,68.30578978,6.11275104,87.85092352,maize
12.0,29.0,13.0,22.45616931,91.52781832,7.57125447,118.0069295,orange
20.0,19.0,35.0,34.17719782,50.62161586,6.113935087000001,98.00687989,mango
6.0,69.0,19.0,26.88630675,41.69617915,4.7509292180000005,94.46748008,pigeonpeas
119.0,72.0,55.0,25.99069521,83.33983116,6.220643671,112.0777152,banana
40.0,58.0,75.0,18.59190771,14.77959596,7.168096055,89.60982451,chickpea
40.0,64.0,47.0,32.50037548,93.47888842,6.893509446,71.73759526,papaya
27.0,59.0,22.0,21.81167649,23.20591245,5.794158503999999,130.0608093,kidneybeans
22.0,70.0,19.0,18.23775702,21.07643273,5.515615023,69.44951585,kidneybeans
28.0,58.0,25.0,27.4818649,62.04814951,6.861640036,37.81123974,lentil
43.0,68.0,81.0,17.47809436,17.93253975,6.761599706,78.92060234,chickpea
96.0,18.0,50.0,25.3310446,84.30533791,6.904241707000001,41.53218699,watermelon
92.0,7.0,45.0,26.70607759,81.14149505,6.944640222,51.51033554,watermelon
80.0,43.0,16.0,23.55882094,71.59351368,6.657964753,66.71995467,maize
80.20630172843292,52.91053368679968,53.780283930903835,29.408989764812596,61.881438118572945,6.806847704062291,134.9211153337576,orange
6.0,63.0,23.0,26.01630259,49.94704718,5.906596905,160.33374469999995,pigeonpeas
85.0,37.0,39.0,24.52783742,82.73685569,6.364134967999999,224.67572310000003,rice
2.0,75.0,22.0,23.89271875,61.78779413,6.658605362,52.55730112,lentil
19.0,123.0,200.0,34.76086052,81.03544763,6.167013532,65.70430027,grapes
85.11382206855885,51.26659247580024,41.987433335829216,28.82120583280983,74.88545303038941,6.7377101519288765,135.2434613796072,coconut
46.0,76.0,77.0,18.2356751,19.68538502,6.967843048,83.74879344,chickpea
126.65225420554633,65.62035102525232,52.73083551141072,27.639143431612958,78.73046171419168,6.273912042567426,128.56870083995483,maize
98.60069908660822,48.92279043034056,46.94866798188872,31.223241902102174,62.685024324320366,7.092138523712677,121.99500952013952,muskmelon
69.0,47.0,40.0,25.37122686,76.2403666,6.130136384,183.8270791,jute
25.0,12.0,26.0,28.56973521,95.67906668,6.436314406,134.83703480000003,coconut
27.0,61.0,18.0,33.30711818,67.07780816,5.266227032,108.5090168,pigeonpeas
31.0,58.0,15.0,28.31886863,60.19461399,6.167855382000001,45.36521251,lentil
28.0,130.0,196.0,22.13450646,94.67695747,6.062356467000001,112.9203223,apple
42.0,60.0,47.0,33.46873719,92.12746225,6.834808347999999,136.8277041,papaya
89.62900880086764,55.06387374259516,41.241081997181354,32.51685351635329,83.31506340027427,7.17410245673978,189.74438882275183,coconut
34.0,15.0,34.0,27.05826457,91.10510371,5.677282677999999,224.70069530000004,coconut
35.0,30.0,34.0,28.2974764,95.41122824,6.141502001,182.4482352,coconut
67.0,47.0,44.0,26.73072391,81.78596776,7.868474653,280.4044392,rice
21.87913442358604,36.713919504149175,25.256754336615383,33.69019718216354,60.183392713013966,7.304563113684083,111.4015984376113,mungbean
21.0,31.0,32.0,35.38598705,51.42664176,5.254532213,90.29643888,mango
27.55498331617178,49.84507159336771,27.673522607318368,34.72107544548136,63.9652755029818,6.8807225108701875,130.71322728240355,blackgram
105.0,95.0,50.0,27.33368994,83.67675197,5.849076099,101.0494791,banana
110.0,71.0,54.0,28.67208915,82.20793613,5.725418961,94.37987496,banana
112.74308661721034,40.53598370014554,97.43578178228759,31.91203510170143,72.33295070382243,5.788811839934173,127.51183226897098,banana
78.3165596094725,53.25405704998391,50.28758839640523,29.98432092730138,60.85021875216922,6.491420780455086,107.31394816506238,mango
86.76934506131585,42.53860135149165,58.0965602199162,26.398338993242763,60.39453126309306,6.413233219313682,118.38649811435883,watermelon
82.5753332354146,42.936838653876336,54.26819890982106,32.9410469206681,63.97343334022727,7.0359260035419915,89.64900445256278,pomegranate
32.0,48.0,18.0,26.45707778,56.40226277,5.993513566,64.16167699,mothbeans
34.0,11.0,10.0,31.75048899,94.59551226,7.36220835,115.1989301,orange
111.0,53.0,19.0,23.96436009,78.02763149,6.419536555,84.63148859,cotton
0.0,23.0,15.0,22.56664172,93.37488907,7.598729065,109.8585753,orange
118.0,15.0,45.0,24.21495706,84.20576992,6.538006356,48.01138482,watermelon
32.0,12.0,30.0,25.39241091,98.08951196,5.579845008,218.080385,coconut
34.0,48.0,48.0,41.04224355,91.37258067,6.805277038,181.527598,papaya
124.02009557375746,54.41556032454598,58.02764529250879,22.817993582764885,77.89486339966066,6.708839788572284,103.37050141356414,maize
85.37991091668044,47.350861201109836,54.59030668489041,27.284114932144405,61.81557099625097,6.222027409392887,95.39648074294931,orange
29.860328378795614,42.58500243923207,27.14721469177798,29.04138751423528,75.62316811359685,7.001376431671194,98.9790276620831,mungbean
27.0,71.0,23.0,23.45379018,46.48714759,7.10959773,150.87122019999995,pigeonpeas
120.0,7.0,47.0,24.24782473,83.03687902,6.653867608,54.76576239999999,watermelon
120.0,23.0,55.0,27.84492803,91.60666594,6.732049075,26.47844429,muskmelon
111.0,50.0,15.0,25.16820129,80.30351815,7.884550475,84.62419032,cotton
105.19039844970153,51.97743235034581,59.54482206351969,30.97195435115187,89.39978652401331,6.378364662215885,159.15407556450066,rice
24.0,37.0,21.0,30.573999,58.22686794,5.818219385,62.74803826,mothbeans
88.50416674835415,52.08017408305761,50.69386697691391,23.8652791848331,76.80934773877914,6.305618898988779,134.12343400957644,apple
16.0,139.0,203.0,17.82803682,80.96093443,6.27564088,65.84748763,grapes
99.61362994131292,56.20085371209711,67.24854344353662,19.978274908163172,74.41623330579459,7.206894671607499,125.22413677903015,maize
22.0,59.0,23.0,27.32220619,51.27868781,4.371745575,36.5037914,mothbeans
67.42476091598353,58.564188908944615,42.30405175785581,26.761209784538387,82.62377082526444,6.571696841554063,114.65883940497218,coffee
113.89500680875,57.06367719921734,48.648025821783065,31.616754688854837,88.5688108314929,6.463755321995187,106.71022757502813,rice
21.686022296803195,37.39719586628367,29.069308948573912,26.162754195341805,54.44818174631754,7.107250318243027,95.63228273770787,mothbeans
17.0,74.0,17.0,26.03026959,69.55863145,7.393210848,37.11395801,lentil
0.0,65.0,15.0,23.46168338,23.22197648,5.645435626,95.84253438,kidneybeans
57.0,56.0,78.0,17.34150229,18.75626255,8.861479668,67.9545435,chickpea
17.0,11.0,32.0,28.74013335,93.39676499,5.620733794,156.76508230000005,coconut
39.0,60.0,15.0,35.09357419,30.98685456,5.004074623999999,116.9106908,pigeonpeas
90.97156771774618,45.41638397474141,54.68750976507093,29.27952599379926,66.65646931254233,6.917106806074208,95.62039208498925,watermelon
103.8900297919575,57.88218832079035,42.94231814401596,26.68373715928194,88.073052262601,5.745477058864919,195.32801291748657,rice
2.0,21.0,35.0,25.02887163,91.53720922,6.293662362999999,179.8248944,coconut
37.0,18.0,39.0,24.1469628,94.5110662,6.424670614,110.2316633,pomegranate
97.0,59.0,43.0,26.35927159,84.04403589,6.2865001760000006,271.35861370000003,rice
71.0,52.0,18.0,25.10787449,55.97732754,5.790770202999999,78.16077693,maize
97.0,25.0,50.0,26.22005978,80.90127035,6.093814669,49.08553937,watermelon
0.0,26.0,31.0,25.0707247,95.02156793,5.547933273,192.9036306,coconut
69.0,51.0,23.0,22.21738222,72.85462807,6.80163854,106.6213157,maize
87.0,60.0,23.0,20.27317074,63.91281869,6.439071996,62.50351892,maize
60.195254046320315,47.02134714520973,42.185949582627714,32.75889818498422,64.71351117648621,6.643439836399062,131.07063464310338,pomegranate
27.0,138.0,201.0,23.66682067,93.90191078,5.952367662,105.4004751,apple
29.992223545186356,36.49758013767734,20.2648310225766,29.908008917924285,67.95551016538114,6.658775251938152,92.80557792952278,blackgram
129.0,47.0,20.0,24.41212325,80.80343786,6.281913857999999,98.60457373,cotton
37.0,72.0,18.0,18.87614998,24.54038287,5.724242065,105.4120514,kidneybeans
95.0,26.0,45.0,29.91690582,94.55695552,6.117530021,28.16057247,muskmelon
49.0,71.0,76.0,19.71098332,17.63879418,6.613072145,85.57925437,chickpea
3.0,23.0,30.0,29.70143197,95.65754365,6.078807239,215.1968037,coconut
14.0,67.0,15.0,19.56376468,24.67385131,5.690065688,139.2921004,kidneybeans
41.405106957656415,50.036486782543165,45.384571560783876,22.873965104218005,67.01976663079051,6.391204787041425,144.32340789248482,kidneybeans
1.0,124.0,199.0,23.71059131,93.27392415,5.658473817000001,112.66765890000002,apple
44.0,55.0,25.0,29.6321052,65.91359954,7.42160832,71.16331975,blackgram
95.35336979872247,49.62587375871648,48.883820929663344,15.85769402893448,66.30402454914056,6.034088158695367,129.71278595358834,apple
6.0,77.0,20.0,25.78746268,60.2816298,6.058306161,49.14337177,lentil
90.0,92.0,55.0,27.00932084,80.18546798,6.13465588,97.32531705,banana
22.0,43.0,24.0,25.42517036,53.22082660000001,4.52363558,46.19374559,mothbeans
17.0,29.0,26.0,26.14162144,93.28415295,6.071897347,195.4115025,coconut
20.362505216511444,48.170703734313236,31.223976484028753,27.92203926158925,72.44430725374417,6.9725852349266795,112.11457324731691,blackgram
2.0,67.0,18.0,34.51934775,47.52980027,5.921666758,129.0064612,pigeonpeas
112.0,87.0,48.0,27.19711623,77.39706290000002,6.200111067999999,99.46950465,banana
63.0,42.0,21.0,23.26237612,72.33125523,5.798423907999999,67.10225139,maize
65.0,39.0,45.0,23.66805429,70.89000744,6.768001309,184.4633281,jute
38.0,60.0,76.0,18.65054116,17.80852431,8.868741443,77.92798682,chickpea
91.64524802889662,41.144360847983265,51.61123550752943,24.746740077691584,76.09798446906196,7.300666647172237,126.64456087940937,pomegranate
82.74709714537644,53.12864001047457,51.77280675384689,32.42997061228964,65.3170099136314,6.438573363460691,120.05460733782479,pomegranate
19.0,65.0,25.0,18.09551014,18.29318436,5.6250964460000015,144.7902323,kidneybeans
42.0,67.0,77.0,18.99424448,15.9362937,7.114405288,78.69707199,chickpea
9.0,10.0,10.0,22.3551049,93.52211892,6.010391864,101.5164589,orange
76.0,60.0,39.0,20.0454142,80.3477562,6.766240045,208.5810155,rice
17.0,52.0,17.0,27.88352946,86.45147631,6.364967184,44.64407105,mungbean
49.0,69.0,82.0,18.31561493,15.36143547,7.26311855,81.78710463,chickpea
61.116764620503645,48.41909019716102,56.18811340191786,19.177357396978913,74.18144045861611,6.603284303445731,130.41430887299097,apple
94.0,50.0,37.0,25.66585205,80.66385045,6.94801983,209.5869708,rice
22.0,30.0,12.0,15.78144173,92.51077745,6.354006743999999,119.035002,orange
94.0,50.0,19.0,23.30355338,73.62548442,5.873242491,97.59081274,maize
105.0,88.0,54.0,25.78749808,84.51194224,6.020445317,114.2005455,banana
67.69935810121868,42.780516138445726,46.82761538547014,26.765944278138875,70.66340146852625,7.4222802181994325,145.12976459387173,muskmelon
37.0,38.0,32.0,31.85744939,45.53106268,5.417340525,91.55845821,mango
21.0,74.0,15.0,29.49096726,67.10604388,6.471862118,153.2504506,pigeonpeas
76.0,39.0,24.0,24.2547451,55.64709899,6.995843776,64.23845455,maize
12.0,142.0,203.0,31.3115978,82.56407013,5.972850837999999,65.01095312,grapes
85.0,52.0,45.0,26.31355498,82.36698992,7.224285503,265.5355937,rice
99.06365589290284,45.43580471631539,49.43842695482949,26.527969161703318,65.329119523737,7.45586840146519,123.75530936223467,cotton
94.0,70.0,48.0,25.13686519,84.88394407,6.195152442,91.46442491,banana
112.47650008855416,64.15322197620229,68.17179759562323,26.007004223397246,74.82847513718559,7.369757843883822,128.29272029791593,maize
47.733622244479875,44.62087333661719,37.94053827472976,27.736859841092354,63.09449469857704,7.02210551521508,101.76489375402038,kidneybeans
20.0,8.0,12.0,25.2990432,94.96419851,7.260416405,117.9733424,orange
20.0,41.0,20.0,29.27308605,89.4875022,7.073048264,50.9246554,mungbean
4.0,13.0,6.0,15.63211033,94.25966183,7.5611432239999985,101.4705704,orange
35.501251809585035,46.05860086291122,33.86705018359254,32.55901629760898,60.112834873838096,7.140949998444345,109.73172520176487,mungbean
107.0,38.0,29.0,26.65069302,57.56695719,6.35118177,145.105065,coffee
35.0,52.0,19.0,27.10606808,89.89593328,6.698574085,37.45680611,mungbean
41.0,62.0,15.0,29.38400259,64.14928485,7.358974541,65.24194361,blackgram
24.0,140.0,205.0,12.087022,83.59398734,5.93202852,68.66813363,grapes
68.33770571244108,48.71039378779471,56.647376964382964,23.89490265395418,63.58476472278555,6.0009118628094935,123.7344467721783,orange
71.0,60.0,22.0,26.07470121,59.37147589,6.2048017,85.75692395,maize
90.0,23.0,54.0,28.55852465,90.45773041,6.159020864,27.26588346,muskmelon
78.53499348692952,55.43626754172739,58.72724680374143,24.533425993145105,65.80670389219684,6.068052120980276,141.71870432349132,orange
29.067311220711872,31.275948655501995,31.512178247412173,32.634251723195256,61.731189807499554,7.224751191450954,78.2891861592158,mothbeans
35.98344920027809,41.581029436762655,33.394854754204076,33.8515621111039,66.3604386673336,6.573550854538324,121.16785966361107,mungbean
101.2260283439088,62.423775668143165,57.1146990306936,28.320788991330087,60.94519077095162,6.78691348866761,98.17823603223036,maize
46.16332820616599,55.59115616616107,40.81041552063731,21.352283275864913,60.97437184095408,7.078262025877825,108.78675919224872,kidneybeans
95.76638290991478,56.60156014391326,49.06978111487799,29.557645658896995,67.68358056867072,6.961792634676549,102.58581239132256,grapes
26.351772760117328,46.05404918049112,36.88578466307199,26.951287957783798,70.49536518233234,6.1985163813890285,89.4128731579862,mungbean
70.0,36.0,42.0,21.84106875,80.72886384,6.9462098810000015,202.3838319,rice
86.0,26.0,27.0,27.13140403,52.89368299,6.081172981,192.4280381,coffee
94.61267365389045,56.6096461702991,42.50143815200493,28.051508649612593,61.7744239127682,6.342776583175901,103.62451477096963,pomegranate
104.0,73.0,46.0,29.1400919,80.1190228,6.28236237,90.45142867,banana
98.0,18.0,27.0,27.56088634,68.49299897,6.516312148,167.43580749999995,coffee
6.0,7.0,7.0,27.68167318,94.47316879,7.199106204,113.9995146,orange
24.0,42.0,23.0,28.22471276,82.35916228,6.428054409,44.01206619,mungbean
23.050584476515613,43.65079983463889,34.96093101849823,30.17651049354483,69.09055846121471,6.754797160515521,115.52875046941233,blackgram
69.37164718832287,51.01972978459534,47.651746432260936,20.221773620155965,66.4970532244047,6.577653435281975,97.25585372666842,orange
91.12010185369718,43.579423601732884,53.61984894561818,25.82392743962203,72.60285171972386,7.066312617404981,164.5584265400749,coconut
86.22116082433152,40.30179381495815,42.53654704062863,30.47936214740907,75.66428698455313,7.248337930761994,83.50398991117355,mango
20.0,60.0,78.0,18.17234999,14.70085967,6.358740355,90.7760707,chickpea
112.32779303920123,60.72314066080258,69.4070772413236,27.3943347797959,62.51199137398444,5.629531333292835,132.25603292184294,maize
30.0,65.0,25.0,32.88733849,64.59457409,7.70650895,71.50569456,blackgram
80.78191276878871,54.53551881491691,46.47737716926002,31.154116759400328,83.65074706103687,7.2686420517519945,152.66000147472272,jute
22.0,60.0,85.0,18.8392908,14.74071856,7.811997977000001,94.78189594,chickpea
100.0,48.0,16.0,25.71895816,67.22190688,5.54990242,74.51490791,maize
120.0,19.0,49.0,25.79448878,84.26830701,6.762471628999998,56.45229202,watermelon
22.0,64.0,82.0,19.48974337,17.17260319,6.4740245000000005,87.51312796,chickpea
87.18958525751863,41.750720442943056,44.21339017081345,33.9548747855179,75.00165643597572,6.096558172893113,142.00613051128727,watermelon
116.0,40.0,33.0,24.91370487,54.15319242,7.042089492000001,129.5481144,coffee
23.0,62.0,19.0,16.51783455,20.4555596,5.609435127999999,98.77794225,kidneybeans
20.0,68.0,17.0,30.11873003,60.11680815,6.578714842999999,71.72980375,blackgram
63.77110535796663,43.214990236606006,54.82936885751154,20.761323082767742,61.18626508388255,7.235350200695867,130.3115694282975,pomegranate
88.0,52.0,39.0,23.92887902,88.07112278,6.880204617,154.6608736,jute
63.92093502292341,41.16654757051504,43.19486024138712,29.885371371223236,61.412046807375724,6.232913904972843,84.53493817598911,pomegranate
4.0,40.0,26.0,27.58258929,48.56916221,6.720041791,95.8445641,mango
34.0,68.0,51.0,27.34734861,94.17756725,6.687088097999999,40.35153141,papaya
87.65979836020952,44.28396937816895,43.947965694132805,26.361560107123537,73.78350128157085,6.440733459274435,112.00755616088576,cotton
72.37322627180214,57.91732306916567,58.24474305552708,27.09547844681705,86.49017198755728,6.174032650140969,167.28816872948425,coffee
21.0,63.0,17.0,25.08966129,68.17543102,6.559681838,41.45486619,lentil
24.0,18.0,6.0,26.56608303,94.45239715,6.285312759,116.3796525,orange
77.0,57.0,21.0,24.9321581,73.80435276,6.550563822999999,79.74078719,maize
40.0,73.0,20.0,21.59343016,20.31871249,5.811314232000001,61.13872036,kidneybeans
110.0,15.0,48.0,28.57819995,92.86597437,6.2125672110000005,27.598717800000006,muskmelon
109.0,91.0,53.0,29.66727337,83.51014178,6.010095852999999,110.2511102,banana
22.0,36.0,16.0,30.58139475,50.77148138,8.18422855,64.58559639,mothbeans
33.0,143.0,204.0,21.1316077,91.95769858,5.814434775,122.5391946,apple
20.88161697916011,42.12162148705906,21.00118287411395,26.408573137372194,69.84250406690555,7.394644152991056,123.1695596047343,blackgram
140.0,38.0,15.0,24.1472953,75.88298598,6.021439523,69.91563467,cotton
29.395725936197348,43.59582332363132,35.19356757051153,34.07099586560966,50.16330913053646,6.9654384066895885,88.93635340902793,mothbeans
60.25757601884257,40.931598227941855,57.013237630256896,27.828345360764075,65.0847199649409,6.0551406910693055,89.60828296869646,grapes
67.0,60.0,25.0,24.92162194,66.78627406,5.750254943,109.2162279,maize
26.924664051098816,36.11558212705378,29.28326472304206,31.44151302149157,64.25032764669758,6.910276731793898,124.15554637934457,mungbean
6.0,13.0,29.0,27.31155708,99.96906006,5.832608027999999,201.8258633,coconut
27.0,62.0,77.0,18.19737048,14.71070537,6.576415562,70.18185181,chickpea
80.0,71.0,47.0,27.50527651,80.79783998,6.156373499,105.0776992,banana
92.09537905578844,50.695159136162886,46.331420425442055,23.249734298727166,72.29865785523084,6.465865476010681,127.32468057053492,orange
